Epoch_ms,FSR-1,FSR-2,FSR-3,FSR-4,FSR-5,FSR-6
1769641240231,0,0,0,0,0,46
1769641240233,0,0,0,0,0,47
1769641240234,0,0,0,0,0,45
1769641240236,0,0,0,0,0,45
1769641240237,0,0,0,0,0,45
1769641240239,0,0,0,0,0,45
1769641240240,0,0,0,0,0,45
1769641240241,0,0,0,0,0,45
1769641240243,0,0,0,0,0,43
1769641240244,0,0,0,0,0,44
1769641240246,0,0,0,0,0,44
1769641240247,0,0,0,0,0,44
1769641240248,0,0,0,0,0,45
1769641240250,0,0,0,0,0,47
1769641240251,0,0,0,0,0,44
1769641240253,0,0,0,0,0,45
1769641240254,0,0,0,0,0,45
1769641240256,0,0,0,0,0,45
1769641240257,0,0,0,0,0,45
1769641240258,0,0,0,0,0,45
1769641240260,0,0,0,0,0,45
1769641240261,0,0,0,0,0,45
1769641240263,0,0,0,0,0,45
1769641240264,0,0,0,0,0,45
1769641240266,0,0,0,0,0,45
1769641240267,0,0,0,0,0,47
1769641240268,0,0,0,0,0,45
1769641240270,0,0,0,0,0,45
1769641240271,0,0,0,0,0,45
1769641240273,0,0,0,0,0,45
1769641240274,0,0,0,0,0,45
1769641240275,0,0,0,0,0,45
1769641240277,0,0,0,0,0,47
1769641240278,0,0,0,0,0,45
1769641240280,0,0,0,0,0,47
1769641240281,0,0,0,0,0,50
1769641240283,0,0,0,0,0,46
1769641240284,0,0,0,0,0,47
1769641240285,0,0,0,0,0,47
1769641240287,0,0,0,0,0,51
1769641240288,0,0,0,0,0,47
1769641240290,0,0,0,0,0,47
1769641240291,0,0,0,0,0,47
1769641240292,0,0,0,0,0,47
1769641240294,0,0,0,0,0,47
1769641240295,0,0,0,0,0,51
1769641240297,0,0,0,0,0,51
1769641240298,0,0,0,0,0,51
1769641240300,0,0,0,0,0,51
1769641240301,0,0,0,0,0,51
1769641240302,0,0,0,0,0,53
1769641240304,0,0,0,0,0,53
1769641240305,0,0,0,0,0,54
1769641240307,0,0,0,0,0,53
1769641240308,0,0,0,0,0,53
1769641240309,0,0,0,0,0,53
1769641240311,0,0,0,0,0,53
1769641240313,0,0,0,0,0,53
1769641240314,0,0,0,0,0,53
1769641240315,0,0,0,0,0,54
1769641240317,0,0,0,0,0,53
1769641240318,0,0,0,0,0,53
1769641240320,0,0,0,0,0,53
1769641240321,0,0,0,0,0,53
1769641240323,0,0,0,0,0,53
1769641240324,0,0,0,0,0,51
1769641240325,0,0,0,0,0,53
1769641240327,0,0,0,0,0,53
1769641240328,0,0,0,0,0,53
1769641240330,0,0,0,0,0,53
1769641240331,0,0,0,0,0,53
1769641240332,0,0,0,0,0,54
1769641240334,0,0,0,0,0,54
