sample_index,recorded_at_iso,d1_epoch_ms,d1_fsr1,d1_fsr2,d1_fsr3,d1_fsr4,d1_fsr5,d1_fsr6,d2_epoch_ms,d2_fsr1,d2_fsr2,d2_fsr3,d2_fsr4,d2_fsr5,d2_fsr6
26,2026-04-02T19:05:03Z,1775156703199,0,0,0,0,0,0,1775156702187,0,0,0,0,0,0
27,2026-04-02T19:05:03Z,1775156703202,0,0,0,0,0,0,1775156702190,0,0,0,0,0,0
28,2026-04-02T19:05:03Z,1775156703205,0,0,0,0,0,0,1775156702190,0,0,0,0,0,0
29,2026-04-02T19:05:03Z,1775156703208,0,0,0,0,0,0,1775156702193,0,0,0,0,0,0
30,2026-04-02T19:05:03Z,1775156703208,0,0,0,0,0,0,1775156702193,0,0,0,0,0,0
31,2026-04-02T19:05:03Z,1775156703208,0,0,0,0,0,0,1775156702197,0,0,0,0,0,0
32,2026-04-02T19:05:03Z,1775156703208,0,0,0,0,0,0,1775156702197,0,0,0,0,0,0
33,2026-04-02T19:05:03Z,1775156703208,0,0,0,0,0,0,1775156702197,0,0,0,0,0,0
34,2026-04-02T19:05:03Z,1775156703217,0,0,0,0,0,0,1775156702203,0,0,0,0,0,0
35,2026-04-02T19:05:03Z,1775156703217,0,0,0,0,0,0,1775156702203,0,0,0,0,0,0
36,2026-04-02T19:05:03Z,1775156703220,0,0,0,0,0,0,1775156702206,0,0,0,0,0,0
37,2026-04-02T19:05:03Z,1775156703223,0,0,0,0,0,0,1775156702209,0,0,0,0,0,0
38,2026-04-02T19:05:03Z,1775156703226,0,0,0,0,0,0,1775156702211,0,0,0,0,0,0
39,2026-04-02T19:05:03Z,1775156703226,0,0,0,0,0,0,1775156702211,0,0,0,0,0,0
40,2026-04-02T19:05:03Z,1775156703228,0,0,0,0,0,0,1775156702214,0,0,0,0,0,0
41,2026-04-02T19:05:03Z,1775156703228,0,0,0,0,0,0,1775156702214,0,0,0,0,0,0
42,2026-04-02T19:05:03Z,1775156703231,0,0,0,0,0,0,1775156702220,0,0,0,0,0,0
43,2026-04-02T19:05:03Z,1775156703234,0,0,0,0,0,0,1775156702220,0,0,0,0,0,0
44,2026-04-02T19:05:03Z,1775156703234,0,0,0,0,0,0,1775156702223,0,0,0,0,0,0
45,2026-04-02T19:05:03Z,1775156703237,0,0,0,0,0,0,1775156702223,0,0,0,0,0,0
46,2026-04-02T19:05:03Z,1775156703237,0,0,0,0,0,0,1775156702226,0,0,0,0,0,0
47,2026-04-02T19:05:03Z,1775156703243,0,0,0,0,0,0,1775156702229,0,0,0,0,0,0
48,2026-04-02T19:05:03Z,1775156703246,0,0,0,0,0,0,1775156702232,0,0,0,0,0,0
49,2026-04-02T19:05:03Z,1775156703246,0,0,0,0,0,0,1775156702232,0,0,0,0,0,0
50,2026-04-02T19:05:03Z,1775156703246,0,0,0,0,0,0,1775156702235,0,0,0,0,0,0
51,2026-04-02T19:05:03Z,1775156703249,0,0,0,0,0,0,1775156702238,0,0,0,0,0,0
52,2026-04-02T19:05:03Z,1775156703252,0,0,0,0,0,0,1775156702238,0,0,0,0,0,0
53,2026-04-02T19:05:03Z,1775156703255,0,0,0,0,0,0,1775156702241,0,0,0,0,0,0
54,2026-04-02T19:05:03Z,1775156703255,0,0,0,0,0,0,1775156702241,0,0,0,0,0,0
55,2026-04-02T19:05:03Z,1775156703255,0,0,0,0,0,0,1775156702241,0,0,0,0,0,0
56,2026-04-02T19:05:03Z,1775156703258,0,0,0,0,0,0,1775156702244,0,0,0,0,0,0
57,2026-04-02T19:05:03Z,1775156703261,0,0,0,0,0,0,1775156702244,0,0,0,0,0,0
58,2026-04-02T19:05:03Z,1775156703261,0,0,0,0,0,0,1775156702244,0,0,0,0,0,0
59,2026-04-02T19:05:03Z,1775156703267,0,0,0,0,0,0,1775156702254,0,0,0,0,0,0
60,2026-04-02T19:05:03Z,1775156703267,0,0,0,0,0,0,1775156702254,0,0,0,0,0,0
61,2026-04-02T19:05:03Z,1775156703267,0,0,0,0,0,0,1775156702254,0,0,0,0,0,0
62,2026-04-02T19:05:03Z,1775156703270,0,0,0,0,0,0,1775156702254,0,0,0,0,0,0
63,2026-04-02T19:05:03Z,1775156703273,0,0,0,0,0,0,1775156702260,0,0,0,0,0,0
64,2026-04-02T19:05:03Z,1775156703273,0,0,0,0,0,0,1775156702263,0,0,0,0,0,0
65,2026-04-02T19:05:03Z,1775156703276,0,0,0,0,0,0,1775156702263,0,0,0,0,0,0
66,2026-04-02T19:05:03Z,1775156703280,0,0,0,0,0,0,1775156702266,0,0,0,0,0,0
67,2026-04-02T19:05:03Z,1775156703283,0,0,0,0,0,0,1775156702269,0,0,0,0,0,0
68,2026-04-02T19:05:03Z,1775156703286,0,0,0,0,0,0,1775156702272,0,0,0,0,0,0
69,2026-04-02T19:05:03Z,1775156703286,0,0,0,0,0,0,1775156702272,0,0,0,0,0,0
70,2026-04-02T19:05:03Z,1775156703288,0,0,0,0,0,0,1775156702275,0,0,0,0,0,0
71,2026-04-02T19:05:03Z,1775156703291,0,0,0,0,0,0,1775156702278,0,0,0,0,0,0
72,2026-04-02T19:05:03Z,1775156703294,0,0,0,0,0,0,1775156702281,0,0,0,0,0,0
73,2026-04-02T19:05:03Z,1775156703297,0,0,0,0,0,0,1775156702284,0,0,0,0,0,0
74,2026-04-02T19:05:03Z,1775156703297,0,0,0,0,0,0,1775156702284,0,0,0,0,0,0
75,2026-04-02T19:05:03Z,1775156703297,0,0,0,0,0,0,1775156702284,0,0,0,0,0,0
76,2026-04-02T19:05:03Z,1775156703300,0,0,0,0,0,0,1775156702287,0,0,0,0,0,0
77,2026-04-02T19:05:03Z,1775156703303,0,0,0,0,0,0,1775156702290,0,0,0,0,0,0
78,2026-04-02T19:05:03Z,1775156703303,0,0,0,0,0,0,1775156702290,0,0,0,0,0,0
79,2026-04-02T19:05:03Z,1775156703306,0,0,0,0,0,0,1775156702293,0,0,0,0,0,0
80,2026-04-02T19:05:03Z,1775156703309,0,0,0,0,0,0,1775156702296,0,0,0,0,0,0
81,2026-04-02T19:05:03Z,1775156703312,0,0,0,0,0,0,1775156702296,0,0,0,0,0,0
82,2026-04-02T19:05:03Z,1775156703312,0,0,0,0,0,0,1775156702299,0,0,0,0,0,0
83,2026-04-02T19:05:03Z,1775156703315,0,0,0,0,0,0,1775156702302,0,0,0,0,0,0
84,2026-04-02T19:05:03Z,1775156703315,0,0,0,0,0,0,1775156702302,0,0,0,0,0,0
85,2026-04-02T19:05:03Z,1775156703318,0,0,0,0,0,0,1775156702305,0,0,0,0,0,0
86,2026-04-02T19:05:03Z,1775156703321,0,0,0,0,0,0,1775156702308,0,0,0,0,0,0
87,2026-04-02T19:05:03Z,1775156703321,0,0,0,0,0,0,1775156702308,0,0,0,0,0,0
88,2026-04-02T19:05:03Z,1775156703324,0,0,0,0,0,0,1775156702311,0,0,0,0,0,0
89,2026-04-02T19:05:03Z,1775156703327,0,0,0,0,0,0,1775156702314,0,0,0,0,0,0
90,2026-04-02T19:05:03Z,1775156703327,0,0,0,0,0,0,1775156702314,0,0,0,0,0,0
91,2026-04-02T19:05:03Z,1775156703327,0,0,0,0,0,0,1775156702314,0,0,0,0,0,0
92,2026-04-02T19:05:03Z,1775156703330,0,0,0,0,0,0,1775156702317,0,0,0,0,0,0
93,2026-04-02T19:05:03Z,1775156703333,0,0,0,0,0,0,1775156702320,0,0,0,0,0,0
94,2026-04-02T19:05:03Z,1775156703333,0,0,0,0,0,0,1775156702320,0,0,0,0,0,0
95,2026-04-02T19:05:03Z,1775156703333,0,0,0,0,0,0,1775156702320,0,0,0,0,0,0
96,2026-04-02T19:05:03Z,1775156703339,0,0,0,0,0,0,1775156702323,0,0,0,0,0,0
97,2026-04-02T19:05:03Z,1775156703342,0,0,0,0,0,0,1775156702329,0,0,0,0,0,0
98,2026-04-02T19:05:03Z,1775156703345,0,0,0,0,0,0,1775156702332,0,0,0,0,0,0
99,2026-04-02T19:05:03Z,1775156703345,0,0,0,0,0,0,1775156702332,0,0,0,0,0,0
100,2026-04-02T19:05:03Z,1775156703348,0,0,0,0,0,0,1775156702335,0,0,0,0,0,0
101,2026-04-02T19:05:03Z,1775156703348,0,0,0,0,0,0,1775156702335,0,0,0,0,0,0
102,2026-04-02T19:05:03Z,1775156703351,0,0,0,0,0,0,1775156702338,0,0,0,0,0,0
103,2026-04-02T19:05:03Z,1775156703354,0,0,0,0,0,0,1775156702341,0,0,0,0,0,0
104,2026-04-02T19:05:03Z,1775156703357,0,0,0,0,0,0,1775156702344,0,0,0,0,0,0
105,2026-04-02T19:05:03Z,1775156703357,0,0,0,0,0,0,1775156702344,0,0,0,0,0,0
106,2026-04-02T19:05:03Z,1775156703360,0,0,0,0,0,0,1775156702347,0,0,0,0,0,0
107,2026-04-02T19:05:03Z,1775156703360,0,0,0,0,0,0,1775156702347,0,0,0,0,0,0
108,2026-04-02T19:05:03Z,1775156703363,0,0,0,0,0,0,1775156702347,0,0,0,0,0,0
109,2026-04-02T19:05:03Z,1775156703363,0,0,0,0,0,0,1775156702347,0,0,0,0,0,0
110,2026-04-02T19:05:03Z,1775156703363,0,0,0,0,0,0,1775156702347,0,0,0,0,0,0
111,2026-04-02T19:05:03Z,1775156703368,0,0,0,0,0,0,1775156702356,0,0,0,0,0,0
112,2026-04-02T19:05:03Z,1775156703371,0,0,0,0,0,0,1775156702359,0,0,0,0,0,0
113,2026-04-02T19:05:03Z,1775156703375,0,0,0,0,0,0,1775156702362,0,0,0,0,0,0
114,2026-04-02T19:05:03Z,1775156703378,0,0,0,0,0,0,1775156702365,0,0,0,0,0,0
115,2026-04-02T19:05:03Z,1775156703378,0,0,0,0,0,0,1775156702365,0,0,0,0,0,0
116,2026-04-02T19:05:03Z,1775156703381,0,0,0,0,0,0,1775156702368,0,0,0,0,0,0
117,2026-04-02T19:05:03Z,1775156703384,0,0,0,0,0,0,1775156702368,0,0,0,0,0,0
118,2026-04-02T19:05:03Z,1775156703384,0,0,0,0,0,0,1775156702371,0,0,0,0,0,0
119,2026-04-02T19:05:03Z,1775156703387,0,0,0,0,0,0,1775156702374,0,0,0,0,0,0
120,2026-04-02T19:05:03Z,1775156703390,0,0,0,0,0,0,1775156702374,0,0,0,0,0,0
121,2026-04-02T19:05:03Z,1775156703390,0,0,0,0,0,0,1775156702378,0,0,0,0,0,0
122,2026-04-02T19:05:03Z,1775156703393,0,0,0,0,0,0,1775156702380,0,0,0,0,0,0
123,2026-04-02T19:05:03Z,1775156703396,0,0,0,0,0,0,1775156702384,0,0,0,0,0,0
124,2026-04-02T19:05:03Z,1775156703396,0,0,0,0,0,0,1775156702384,0,0,0,0,0,0
125,2026-04-02T19:05:03Z,1775156703399,0,0,0,0,0,0,1775156702387,0,0,0,0,0,0
126,2026-04-02T19:05:03Z,1775156703399,0,0,0,0,0,0,1775156702387,0,0,0,0,0,0
127,2026-04-02T19:05:03Z,1775156703402,0,0,0,0,0,0,1775156702387,0,0,0,0,0,0
128,2026-04-02T19:05:03Z,1775156703405,0,0,0,0,0,0,1775156702390,0,0,0,0,0,0
129,2026-04-02T19:05:03Z,1775156703408,0,0,0,0,0,0,1775156702393,0,0,0,0,0,0
130,2026-04-02T19:05:03Z,1775156703408,0,0,0,0,0,0,1775156702396,0,0,0,0,0,0
131,2026-04-02T19:05:03Z,1775156703411,0,0,0,0,0,0,1775156702396,0,0,0,0,0,0
132,2026-04-02T19:05:03Z,1775156703414,0,0,0,0,0,0,1775156702399,0,0,0,0,0,0
133,2026-04-02T19:05:03Z,1775156703417,0,0,0,0,0,0,1775156702402,0,0,0,0,0,0
134,2026-04-02T19:05:03Z,1775156703417,0,0,0,0,0,0,1775156702402,0,0,0,0,0,0
135,2026-04-02T19:05:03Z,1775156703417,0,0,0,0,0,0,1775156702405,0,0,0,0,0,0
136,2026-04-02T19:05:03Z,1775156703420,0,0,0,0,0,0,1775156702405,0,0,0,0,0,0
137,2026-04-02T19:05:03Z,1775156703423,0,0,0,0,0,0,1775156702408,0,0,0,0,0,0
138,2026-04-02T19:05:03Z,1775156703426,0,0,0,0,0,0,1775156702411,0,0,0,0,0,0
139,2026-04-02T19:05:03Z,1775156703428,0,0,0,0,0,0,1775156702414,0,0,0,0,0,0
140,2026-04-02T19:05:03Z,1775156703428,0,0,0,0,0,0,1775156702414,0,0,0,0,0,0
141,2026-04-02T19:05:03Z,1775156703431,0,0,0,0,0,0,1775156702417,0,0,0,0,0,0
142,2026-04-02T19:05:03Z,1775156703431,0,0,0,0,0,0,1775156702417,0,0,0,0,0,0
143,2026-04-02T19:05:03Z,1775156703434,0,0,0,0,0,0,1775156702420,0,0,0,0,0,0
144,2026-04-02T19:05:03Z,1775156703434,0,0,0,0,0,0,1775156702423,0,0,0,0,0,0
145,2026-04-02T19:05:03Z,1775156703434,0,0,0,0,0,0,1775156702423,0,0,0,0,0,0
146,2026-04-02T19:05:03Z,1775156703437,0,0,0,0,0,0,1775156702426,0,0,0,0,0,0
147,2026-04-02T19:05:03Z,1775156703444,0,0,0,0,0,0,1775156702429,0,0,0,0,0,0
148,2026-04-02T19:05:03Z,1775156703444,0,0,0,0,0,0,1775156702432,0,0,0,0,0,0
149,2026-04-02T19:05:03Z,1775156703447,0,0,0,0,0,0,1775156702432,0,0,0,0,0,0
150,2026-04-02T19:05:03Z,1775156703449,0,0,0,0,0,0,1775156702435,0,0,0,0,0,0
151,2026-04-02T19:05:03Z,1775156703452,0,0,0,0,0,0,1775156702438,0,0,0,0,0,0
152,2026-04-02T19:05:03Z,1775156703452,0,0,0,0,0,0,1775156702438,0,0,0,0,0,0
153,2026-04-02T19:05:03Z,1775156703456,0,0,0,0,0,0,1775156702442,0,0,0,0,0,0
154,2026-04-02T19:05:03Z,1775156703458,0,0,0,0,0,0,1775156702444,0,0,0,0,0,0
155,2026-04-02T19:05:03Z,1775156703458,0,0,0,0,0,0,1775156702447,0,0,0,0,0,0
156,2026-04-02T19:05:03Z,1775156703461,0,0,0,0,0,0,1775156702447,0,0,0,0,0,0
157,2026-04-02T19:05:03Z,1775156703461,0,0,0,0,0,0,1775156702447,0,0,0,0,0,0
158,2026-04-02T19:05:03Z,1775156703461,0,0,0,0,0,0,1775156702447,0,0,0,0,0,0
159,2026-04-02T19:05:03Z,1775156703464,0,0,0,0,0,0,1775156702451,0,0,0,0,0,0
160,2026-04-02T19:05:03Z,1775156703467,0,0,0,0,0,0,1775156702454,0,0,0,0,0,0
161,2026-04-02T19:05:03Z,1775156703470,0,0,0,0,0,0,1775156702457,0,0,0,0,0,0
162,2026-04-02T19:05:03Z,1775156703473,0,0,0,0,0,0,1775156702460,0,0,0,0,0,0
163,2026-04-02T19:05:03Z,1775156703473,0,0,0,0,0,0,1775156702460,0,0,0,0,0,0
164,2026-04-02T19:05:03Z,1775156703476,0,0,0,0,0,0,1775156702463,0,0,0,0,0,0
165,2026-04-02T19:05:03Z,1775156703480,0,0,0,0,0,0,1775156702466,0,0,0,0,0,0
166,2026-04-02T19:05:03Z,1775156703480,0,0,0,0,0,0,1775156702466,0,0,0,0,0,0
167,2026-04-02T19:05:03Z,1775156703483,0,0,0,0,0,0,1775156702469,0,0,0,0,0,0
168,2026-04-02T19:05:03Z,1775156703483,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
169,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
170,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
171,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
172,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
173,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
174,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
175,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
176,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
177,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
178,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
179,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
180,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
181,2026-04-02T19:05:03Z,1775156703485,0,0,0,0,0,0,1775156702472,0,0,0,0,0,0
182,2026-04-02T19:05:03Z,1775156703488,0,0,0,0,0,0,1775156702475,0,0,0,0,0,0
183,2026-04-02T19:05:03Z,1775156703488,0,0,0,0,0,0,1775156702475,0,0,0,0,0,0
184,2026-04-02T19:05:03Z,1775156703488,0,0,0,0,0,0,1775156702475,0,0,0,0,0,0
185,2026-04-02T19:05:03Z,1775156703488,0,0,0,0,0,0,1775156702475,0,0,0,0,0,0
186,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
187,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
188,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
189,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
190,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
191,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
192,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
193,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
194,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
195,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
196,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
197,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
198,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
199,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
200,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
201,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
202,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702505,0,0,0,0,0,0
203,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702510,0,0,0,0,0,0
204,2026-04-02T19:05:03Z,1775156703519,0,0,0,0,0,0,1775156702543,0,0,0,0,0,0
205,2026-04-02T19:05:03Z,1775156703524,0,0,0,0,0,0,1775156702546,0,0,0,0,0,0
206,2026-04-02T19:05:03Z,1775156703561,0,0,0,0,0,0,1775156702549,0,0,0,0,0,0
207,2026-04-02T19:05:03Z,1775156703564,0,0,0,0,0,0,1775156702549,0,0,0,0,0,0
208,2026-04-02T19:05:03Z,1775156703564,0,0,0,0,0,0,1775156702552,0,0,0,0,0,0
209,2026-04-02T19:05:03Z,1775156703564,0,0,0,0,0,0,1775156702552,0,0,0,0,0,0
210,2026-04-02T19:05:03Z,1775156703566,0,0,0,0,0,0,1775156702555,0,0,0,0,0,0
211,2026-04-02T19:05:03Z,1775156703569,0,0,0,0,0,0,1775156702558,0,0,0,0,0,0
212,2026-04-02T19:05:03Z,1775156703572,0,0,0,0,0,0,1775156702561,0,0,0,0,0,0
213,2026-04-02T19:05:03Z,1775156703576,0,0,0,0,0,0,1775156702561,0,0,0,0,0,0
214,2026-04-02T19:05:03Z,1775156703576,0,0,0,0,0,0,1775156702564,0,0,0,0,0,0
215,2026-04-02T19:05:03Z,1775156703579,0,0,0,0,0,0,1775156702564,0,0,0,0,0,0
216,2026-04-02T19:05:03Z,1775156703582,0,0,0,0,0,0,1775156702567,0,0,0,0,0,0
217,2026-04-02T19:05:03Z,1775156703582,0,0,0,0,0,0,1775156702570,0,0,0,0,0,0
218,2026-04-02T19:05:03Z,1775156703585,0,0,0,0,0,0,1775156702570,0,0,0,0,0,0
219,2026-04-02T19:05:03Z,1775156703588,0,0,0,0,0,0,1775156702573,0,0,0,0,0,0
220,2026-04-02T19:05:03Z,1775156703591,0,0,0,0,0,0,1775156702576,0,0,0,0,0,0
221,2026-04-02T19:05:03Z,1775156703591,0,0,0,0,0,0,1775156702579,0,0,0,0,0,0
222,2026-04-02T19:05:03Z,1775156703594,0,0,0,0,0,0,1775156702579,0,0,0,0,0,0
223,2026-04-02T19:05:03Z,1775156703597,0,0,0,0,0,0,1775156702582,0,0,0,0,0,0
224,2026-04-02T19:05:03Z,1775156703597,0,0,0,0,0,0,1775156702585,0,0,0,0,0,0
225,2026-04-02T19:05:03Z,1775156703600,0,0,0,0,0,0,1775156702585,0,0,0,0,0,0
226,2026-04-02T19:05:03Z,1775156703600,0,0,0,0,0,0,1775156702588,0,0,0,0,0,0
227,2026-04-02T19:05:03Z,1775156703602,0,0,0,0,0,0,1775156702591,0,0,0,0,0,0
228,2026-04-02T19:05:03Z,1775156703602,0,0,0,0,0,0,1775156702591,0,0,0,0,0,0
229,2026-04-02T19:05:03Z,1775156703602,0,0,0,0,0,0,1775156702591,0,0,0,0,0,0
230,2026-04-02T19:05:03Z,1775156703602,0,0,0,0,0,0,1775156702591,0,0,0,0,0,0
231,2026-04-02T19:05:03Z,1775156703612,0,0,0,0,0,0,1775156702598,0,0,0,0,0,0
232,2026-04-02T19:05:03Z,1775156703612,0,0,0,0,0,0,1775156702600,0,0,0,0,0,0
233,2026-04-02T19:05:03Z,1775156703615,0,0,0,0,0,0,1775156702600,0,0,0,0,0,0
234,2026-04-02T19:05:03Z,1775156703615,0,0,0,0,0,0,1775156702600,0,0,0,0,0,0
235,2026-04-02T19:05:03Z,1775156703615,0,0,0,0,0,0,1775156702603,0,0,0,0,0,0
236,2026-04-02T19:05:03Z,1775156703621,0,0,0,0,0,0,1775156702603,0,0,0,0,0,0
237,2026-04-02T19:05:03Z,1775156703624,0,0,0,0,0,0,1775156702609,0,0,0,0,0,0
238,2026-04-02T19:05:03Z,1775156703627,0,0,0,0,0,0,1775156702613,0,0,0,0,0,0
239,2026-04-02T19:05:03Z,1775156703627,0,0,0,0,0,0,1775156702613,0,0,0,0,0,0
240,2026-04-02T19:05:03Z,1775156703629,0,0,0,0,0,0,1775156702616,0,0,0,0,0,0
241,2026-04-02T19:05:03Z,1775156703629,0,0,0,0,0,0,1775156702619,0,0,0,0,0,0
242,2026-04-02T19:05:03Z,1775156703632,0,0,0,0,0,0,1775156702619,0,0,0,0,0,0
243,2026-04-02T19:05:03Z,1775156703635,0,0,0,0,0,0,1775156702622,0,0,0,0,0,0
244,2026-04-02T19:05:03Z,1775156703635,0,0,0,0,0,0,1775156702622,0,0,0,0,0,0
245,2026-04-02T19:05:03Z,1775156703638,0,0,0,0,0,0,1775156702625,0,0,0,0,0,0
246,2026-04-02T19:05:03Z,1775156703638,0,0,0,0,0,0,1775156702625,0,0,0,0,0,0
247,2026-04-02T19:05:03Z,1775156703638,0,0,0,0,0,0,1775156702625,0,0,0,0,0,0
248,2026-04-02T19:05:03Z,1775156703638,0,0,0,0,0,0,1775156702625,0,0,0,0,0,0
249,2026-04-02T19:05:03Z,1775156703647,0,0,0,0,0,0,1775156702634,0,0,0,0,0,0
250,2026-04-02T19:05:03Z,1775156703647,0,0,0,0,0,0,1775156702634,0,0,0,0,0,0
251,2026-04-02T19:05:03Z,1775156703647,0,0,0,0,0,0,1775156702634,0,0,0,0,0,0
252,2026-04-02T19:05:03Z,1775156703653,0,0,0,0,0,0,1775156702640,0,0,0,0,0,0
253,2026-04-02T19:05:03Z,1775156703656,0,0,0,0,0,0,1775156702640,0,0,0,0,0,0
254,2026-04-02T19:05:03Z,1775156703656,0,0,0,0,0,0,1775156702643,0,0,0,0,0,0
255,2026-04-02T19:05:03Z,1775156703659,0,0,0,0,0,0,1775156702643,0,0,0,0,0,0
256,2026-04-02T19:05:03Z,1775156703659,0,0,0,0,0,0,1775156702646,0,0,0,0,0,0
257,2026-04-02T19:05:03Z,1775156703662,0,0,0,0,0,0,1775156702646,0,0,0,0,0,0
258,2026-04-02T19:05:03Z,1775156703665,0,0,0,0,0,0,1775156702649,0,0,0,0,0,0
259,2026-04-02T19:05:03Z,1775156703665,0,0,0,0,0,0,1775156702652,0,0,0,0,0,0
