sample_index,recorded_at_iso,d1_epoch_ms,d1_fsr1,d1_fsr2,d1_fsr3,d1_fsr4,d1_fsr5,d1_fsr6,d2_epoch_ms,d2_fsr1,d2_fsr2,d2_fsr3,d2_fsr4,d2_fsr5,d2_fsr6
1755,2026-04-02T19:28:17Z,1775158096304,0,0,0,0,0,0,1775158096712,0,0,0,0,0,0
1756,2026-04-02T19:28:17Z,1775158096307,0,0,0,0,0,0,1775158096715,0,0,0,0,0,0
1757,2026-04-02T19:28:17Z,1775158096310,0,0,0,0,0,0,1775158096718,0,0,0,0,0,0
1758,2026-04-02T19:28:17Z,1775158096310,0,0,0,0,0,0,1775158096718,0,0,0,0,0,0
1759,2026-04-02T19:28:17Z,1775158096313,0,0,0,0,0,0,1775158096721,0,0,0,0,0,0
1760,2026-04-02T19:28:17Z,1775158096316,0,0,0,0,0,0,1775158096721,0,0,0,0,0,0
1761,2026-04-02T19:28:17Z,1775158096316,0,0,0,0,0,0,1775158096721,0,0,0,0,0,0
1762,2026-04-02T19:28:17Z,1775158096319,0,0,0,0,0,0,1775158096727,0,0,0,0,0,0
1763,2026-04-02T19:28:17Z,1775158096322,0,0,0,0,0,0,1775158096730,0,0,0,0,0,0
1764,2026-04-02T19:28:17Z,1775158096322,0,0,0,0,0,0,1775158096730,0,0,0,0,0,0
1765,2026-04-02T19:28:17Z,1775158096322,0,0,0,0,0,0,1775158096730,0,0,0,0,0,0
1766,2026-04-02T19:28:17Z,1775158096322,0,0,0,0,0,0,1775158096730,0,0,0,0,0,0
1767,2026-04-02T19:28:17Z,1775158096331,0,0,0,0,0,0,1775158096739,0,0,0,0,0,0
1768,2026-04-02T19:28:17Z,1775158096331,0,0,0,0,0,0,1775158096739,0,0,0,0,0,0
1769,2026-04-02T19:28:17Z,1775158096334,0,0,0,0,0,0,1775158096742,0,0,0,0,0,0
1770,2026-04-02T19:28:17Z,1775158096334,0,0,0,0,0,0,1775158096742,0,0,0,0,0,0
1771,2026-04-02T19:28:17Z,1775158096334,0,0,0,0,0,0,1775158096742,0,0,0,0,0,0
1772,2026-04-02T19:28:17Z,1775158096336,0,0,0,0,0,0,1775158096744,0,0,0,0,0,0
1773,2026-04-02T19:28:17Z,1775158096342,0,0,0,0,0,0,1775158096744,0,0,0,0,0,0
1774,2026-04-02T19:28:17Z,1775158096342,0,0,0,0,0,0,1775158096750,0,0,0,0,0,0
1775,2026-04-02T19:28:17Z,1775158096345,0,0,0,0,0,0,1775158096753,0,0,0,0,0,0
1776,2026-04-02T19:28:17Z,1775158096349,0,0,0,0,0,0,1775158096753,0,0,0,0,0,0
1777,2026-04-02T19:28:17Z,1775158096349,0,0,0,0,0,0,1775158096757,0,0,0,0,0,0
1778,2026-04-02T19:28:17Z,1775158096352,0,0,0,0,0,0,1775158096760,0,0,0,0,0,0
1779,2026-04-02T19:28:17Z,1775158096352,0,0,0,0,0,0,1775158096760,0,0,0,0,0,0
1780,2026-04-02T19:28:17Z,1775158096355,0,0,0,0,0,0,1775158096763,0,0,0,0,0,0
1781,2026-04-02T19:28:17Z,1775158096357,0,0,0,0,0,0,1775158096763,0,0,0,0,0,0
1782,2026-04-02T19:28:17Z,1775158096357,0,0,0,0,0,0,1775158096765,0,0,0,0,0,0
1783,2026-04-02T19:28:17Z,1775158096360,0,0,0,0,0,0,1775158096769,0,0,0,0,0,0
1784,2026-04-02T19:28:17Z,1775158096363,0,0,0,0,0,0,1775158096772,0,0,0,0,0,0
1785,2026-04-02T19:28:17Z,1775158096366,0,0,0,0,0,0,1775158096772,0,0,0,0,0,0
1786,2026-04-02T19:28:17Z,1775158096366,0,0,0,0,0,0,1775158096774,0,0,0,0,0,0
1787,2026-04-02T19:28:17Z,1775158096366,0,0,0,0,0,0,1775158096774,0,0,0,0,0,0
1788,2026-04-02T19:28:17Z,1775158096369,0,0,0,0,0,0,1775158096777,0,0,0,0,0,0
1789,2026-04-02T19:28:17Z,1775158096372,0,0,0,0,0,0,1775158096781,0,0,0,0,0,0
1790,2026-04-02T19:28:17Z,1775158096375,0,0,0,0,0,0,1775158096783,0,0,0,0,0,0
1791,2026-04-02T19:28:17Z,1775158096375,0,0,0,0,0,0,1775158096783,0,0,0,0,0,0
1792,2026-04-02T19:28:17Z,1775158096378,0,0,0,0,0,0,1775158096786,0,0,0,0,0,0
1793,2026-04-02T19:28:17Z,1775158096381,0,0,0,0,0,0,1775158096789,0,0,0,0,0,0
1794,2026-04-02T19:28:17Z,1775158096381,0,0,0,0,0,0,1775158096789,0,0,0,0,0,0
1795,2026-04-02T19:28:17Z,1775158096384,0,0,0,0,0,0,1775158096792,0,0,0,0,0,0
1796,2026-04-02T19:28:17Z,1775158096387,0,0,0,0,0,0,1775158096796,0,0,0,0,0,0
1797,2026-04-02T19:28:17Z,1775158096387,0,0,0,0,0,0,1775158096796,0,0,0,0,0,0
1798,2026-04-02T19:28:17Z,1775158096390,0,0,0,0,0,0,1775158096799,0,0,0,0,0,0
1799,2026-04-02T19:28:17Z,1775158096393,0,0,0,0,0,0,1775158096802,0,0,0,0,0,0
1800,2026-04-02T19:28:17Z,1775158096393,0,0,0,0,0,0,1775158096802,0,0,0,0,0,0
1801,2026-04-02T19:28:17Z,1775158096397,0,0,0,0,0,0,1775158096805,0,0,0,0,0,0
1802,2026-04-02T19:28:17Z,1775158096397,0,0,0,0,0,0,1775158096805,0,0,0,0,0,0
1803,2026-04-02T19:28:17Z,1775158096400,0,0,0,0,0,0,1775158096808,0,0,0,0,0,0
1804,2026-04-02T19:28:17Z,1775158096400,0,0,0,0,0,0,1775158096808,0,0,0,0,0,0
1805,2026-04-02T19:28:17Z,1775158096403,0,0,0,0,0,0,1775158096811,0,0,0,0,0,0
1806,2026-04-02T19:28:17Z,1775158096406,0,0,0,0,0,0,1775158096814,0,0,0,0,0,0
1807,2026-04-02T19:28:17Z,1775158096409,0,0,0,0,0,0,1775158096817,0,0,0,0,0,0
1808,2026-04-02T19:28:17Z,1775158096412,0,0,0,0,0,0,1775158096820,0,0,0,0,0,0
1809,2026-04-02T19:28:17Z,1775158096412,0,0,0,0,0,0,1775158096820,0,0,0,0,0,0
1810,2026-04-02T19:28:17Z,1775158096415,0,0,0,0,0,0,1775158096823,0,0,0,0,0,0
1811,2026-04-02T19:28:17Z,1775158096415,0,0,0,0,0,0,1775158096823,0,0,0,0,0,0
1812,2026-04-02T19:28:17Z,1775158096418,0,0,0,0,0,0,1775158096826,0,0,0,0,0,0
1813,2026-04-02T19:28:17Z,1775158096421,0,0,0,0,0,0,1775158096829,0,0,0,0,0,0
1814,2026-04-02T19:28:17Z,1775158096421,0,0,0,0,0,0,1775158096829,0,0,0,0,0,0
1815,2026-04-02T19:28:17Z,1775158096424,0,0,0,0,0,0,1775158096829,0,0,0,0,0,0
1816,2026-04-02T19:28:17Z,1775158096427,0,0,0,0,0,0,1775158096832,0,0,0,0,0,0
1817,2026-04-02T19:28:17Z,1775158096427,0,0,0,0,0,0,1775158096838,0,0,0,0,0,0
1818,2026-04-02T19:28:17Z,1775158096430,0,0,0,0,0,0,1775158096838,0,0,0,0,0,0
1819,2026-04-02T19:28:17Z,1775158096433,0,0,0,0,0,0,1775158096841,0,0,0,0,0,0
1820,2026-04-02T19:28:17Z,1775158096433,0,0,0,0,0,0,1775158096844,0,0,0,0,0,0
1821,2026-04-02T19:28:17Z,1775158096436,0,0,0,0,0,0,1775158096844,0,0,0,0,0,0
1822,2026-04-02T19:28:17Z,1775158096436,0,0,0,0,0,0,1775158096844,0,0,0,0,0,0
1823,2026-04-02T19:28:17Z,1775158096439,0,0,0,0,0,0,1775158096847,0,0,0,0,0,0
1824,2026-04-02T19:28:17Z,1775158096442,0,0,0,0,0,0,1775158096847,0,0,0,0,0,0
1825,2026-04-02T19:28:17Z,1775158096445,0,0,0,0,0,0,1775158096853,0,0,0,0,0,0
1826,2026-04-02T19:28:17Z,1775158096445,0,0,0,0,0,0,1775158096853,0,0,0,0,0,0
1827,2026-04-02T19:28:17Z,1775158096448,0,0,0,0,0,0,1775158096856,0,0,0,0,0,0
1828,2026-04-02T19:28:17Z,1775158096451,0,0,0,0,0,0,1775158096859,0,0,0,0,0,0
1829,2026-04-02T19:28:17Z,1775158096451,0,0,0,0,0,0,1775158096859,0,0,0,0,0,0
1830,2026-04-02T19:28:17Z,1775158096455,0,0,0,0,0,0,1775158096862,0,0,0,0,0,0
1831,2026-04-02T19:28:17Z,1775158096457,0,0,0,0,0,0,1775158096865,0,0,0,0,0,0
1832,2026-04-02T19:28:17Z,1775158096457,0,0,0,0,0,0,1775158096865,0,0,0,0,0,0
1833,2026-04-02T19:28:17Z,1775158096460,0,0,0,0,0,0,1775158096865,0,0,0,0,0,0
1834,2026-04-02T19:28:17Z,1775158096460,0,0,0,0,0,0,1775158096865,0,0,0,0,0,0
1835,2026-04-02T19:28:17Z,1775158096463,0,0,0,0,0,0,1775158096871,0,0,0,0,0,0
1836,2026-04-02T19:28:17Z,1775158096466,0,0,0,0,0,0,1775158096874,0,0,0,0,0,0
1837,2026-04-02T19:28:17Z,1775158096469,0,0,0,0,0,0,1775158096877,0,0,0,0,0,0
1838,2026-04-02T19:28:17Z,1775158096472,0,0,0,0,0,0,1775158096880,0,0,0,0,0,0
1839,2026-04-02T19:28:17Z,1775158096472,0,0,0,0,0,0,1775158096880,0,0,0,0,0,0
1840,2026-04-02T19:28:17Z,1775158096475,0,0,0,0,0,0,1775158096880,0,0,0,0,0,0
1841,2026-04-02T19:28:17Z,1775158096475,0,0,0,0,0,0,1775158096883,0,0,0,0,0,0
1842,2026-04-02T19:28:17Z,1775158096478,0,0,0,0,0,0,1775158096886,0,0,0,0,0,0
1843,2026-04-02T19:28:17Z,1775158096481,0,0,0,0,0,0,1775158096886,0,0,0,0,0,0
1844,2026-04-02T19:28:17Z,1775158096481,0,0,0,0,0,0,1775158096889,0,0,0,0,0,0
1845,2026-04-02T19:28:17Z,1775158096484,0,0,0,0,0,0,1775158096892,0,0,0,0,0,0
1846,2026-04-02T19:28:17Z,1775158096487,0,0,0,0,0,0,1775158096895,0,0,0,0,0,0
1847,2026-04-02T19:28:17Z,1775158096487,0,0,0,0,0,0,1775158096895,0,0,0,0,0,0
1848,2026-04-02T19:28:17Z,1775158096490,0,0,0,0,0,0,1775158096898,0,0,0,0,0,0
1849,2026-04-02T19:28:17Z,1775158096493,0,0,0,0,0,0,1775158096901,0,0,0,0,0,0
1850,2026-04-02T19:28:17Z,1775158096493,0,0,0,0,0,0,1775158096901,0,0,0,0,0,0
1851,2026-04-02T19:28:17Z,1775158096496,0,0,0,0,0,0,1775158096904,0,0,0,0,0,0
1852,2026-04-02T19:28:17Z,1775158096499,0,0,0,0,0,0,1775158096907,0,0,0,0,0,0
1853,2026-04-02T19:28:17Z,1775158096499,0,0,0,0,0,0,1775158096907,0,0,0,0,0,0
1854,2026-04-02T19:28:17Z,1775158096502,0,0,0,0,0,0,1775158096910,0,0,0,0,0,0
1855,2026-04-02T19:28:17Z,1775158096505,0,0,0,0,0,0,1775158096913,0,0,0,0,0,0
1856,2026-04-02T19:28:17Z,1775158096508,0,0,0,0,0,0,1775158096916,0,0,0,0,0,0
1857,2026-04-02T19:28:17Z,1775158096508,0,0,0,0,0,0,1775158096916,0,0,0,0,0,0
1858,2026-04-02T19:28:17Z,1775158096511,0,0,0,0,0,0,1775158096916,0,0,0,0,0,0
1859,2026-04-02T19:28:17Z,1775158096511,0,0,0,0,0,0,1775158096919,0,0,0,0,0,0
1860,2026-04-02T19:28:17Z,1775158096514,0,0,0,0,0,0,1775158096922,0,0,0,0,0,0
1861,2026-04-02T19:28:17Z,1775158096517,0,0,0,0,0,0,1775158096925,0,0,0,0,0,0
1862,2026-04-02T19:28:17Z,1775158096520,0,0,0,0,0,0,1775158096928,0,0,0,0,0,0
1863,2026-04-02T19:28:17Z,1775158096520,0,0,0,0,0,0,1775158096928,0,0,0,0,0,0
1864,2026-04-02T19:28:17Z,1775158096523,0,0,0,0,0,0,1775158096931,0,0,0,0,0,0
1865,2026-04-02T19:28:17Z,1775158096526,0,0,0,0,0,0,1775158096934,0,0,0,0,0,0
1866,2026-04-02T19:28:17Z,1775158096526,0,0,0,0,0,0,1775158096934,0,0,0,0,0,0
1867,2026-04-02T19:28:17Z,1775158096529,0,0,0,0,0,0,1775158096937,0,0,0,0,0,0
1868,2026-04-02T19:28:17Z,1775158096532,0,0,0,0,0,0,1775158096940,0,0,0,0,0,0
1869,2026-04-02T19:28:17Z,1775158096532,0,0,0,0,0,0,1775158096940,0,0,0,0,0,0
1870,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1871,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1872,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1873,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1874,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1875,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1876,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1877,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1878,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1879,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1880,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1881,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1882,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1883,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1884,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1885,2026-04-02T19:28:17Z,1775158096535,0,0,0,0,0,0,1775158096943,0,0,0,0,0,0
1886,2026-04-02T19:28:17Z,1775158096538,0,0,0,0,0,0,1775158096947,0,0,0,0,0,0
1887,2026-04-02T19:28:17Z,1775158096538,0,0,0,0,0,0,1775158096947,0,0,0,0,0,0
1888,2026-04-02T19:28:17Z,1775158096538,0,0,0,0,0,0,1775158096947,0,0,0,0,0,0
1889,2026-04-02T19:28:17Z,1775158096538,0,0,0,0,0,0,1775158096947,0,0,0,0,0,0
1890,2026-04-02T19:28:17Z,1775158096538,0,0,0,0,0,0,1775158096947,0,0,0,0,0,0
1891,2026-04-02T19:28:17Z,1775158096573,0,0,0,0,0,0,1775158096981,0,0,0,0,0,0
1892,2026-04-02T19:28:17Z,1775158096573,0,0,0,0,0,0,1775158096981,0,0,0,0,0,0
1893,2026-04-02T19:28:17Z,1775158096573,0,0,0,0,0,0,1775158096981,0,0,0,0,0,0
1894,2026-04-02T19:28:17Z,1775158096573,0,0,0,0,0,0,1775158096981,0,0,0,0,0,0
1895,2026-04-02T19:28:17Z,1775158096578,0,0,0,0,0,0,1775158096985,0,0,0,0,0,0
1896,2026-04-02T19:28:17Z,1775158096578,0,0,0,0,0,0,1775158096985,0,0,0,0,0,0
1897,2026-04-02T19:28:17Z,1775158096588,0,0,0,0,0,0,1775158096996,0,0,0,0,0,0
1898,2026-04-02T19:28:17Z,1775158096591,0,0,0,0,0,0,1775158097000,0,0,0,0,0,0
1899,2026-04-02T19:28:17Z,1775158096594,0,0,0,0,0,0,1775158097003,0,0,0,0,0,0
1900,2026-04-02T19:28:17Z,1775158096594,0,0,0,0,0,0,1775158097003,0,0,0,0,0,0
1901,2026-04-02T19:28:17Z,1775158096594,0,0,0,0,0,0,1775158097003,0,0,0,0,0,0
1902,2026-04-02T19:28:17Z,1775158096594,0,0,0,0,0,0,1775158097003,0,0,0,0,0,0
1903,2026-04-02T19:28:17Z,1775158096597,0,0,0,0,0,0,1775158097006,0,0,0,0,0,0
1904,2026-04-02T19:28:17Z,1775158096597,0,0,0,0,0,0,1775158097009,0,0,0,0,0,0
1905,2026-04-02T19:28:17Z,1775158096603,0,0,0,0,0,0,1775158097012,0,0,0,0,0,0
1906,2026-04-02T19:28:17Z,1775158096606,0,0,0,0,0,0,1775158097015,0,0,0,0,0,0
1907,2026-04-02T19:28:17Z,1775158096609,0,0,0,0,0,0,1775158097018,0,0,0,0,0,0
1908,2026-04-02T19:28:17Z,1775158096609,0,0,0,0,0,0,1775158097018,0,0,0,0,0,0
1909,2026-04-02T19:28:17Z,1775158096612,0,0,0,0,0,0,1775158097021,0,0,0,0,0,0
1910,2026-04-02T19:28:17Z,1775158096615,0,0,0,0,0,0,1775158097024,0,0,0,0,0,0
1911,2026-04-02T19:28:17Z,1775158096618,0,0,0,0,0,0,1775158097027,0,0,0,0,0,0
1912,2026-04-02T19:28:17Z,1775158096618,0,0,0,0,0,0,1775158097027,0,0,0,0,0,0
1913,2026-04-02T19:28:17Z,1775158096621,0,0,0,0,0,0,1775158097030,0,0,0,0,0,0
1914,2026-04-02T19:28:17Z,1775158096621,0,0,0,0,0,0,1775158097030,0,0,0,0,0,0
1915,2026-04-02T19:28:17Z,1775158096624,0,0,0,0,0,0,1775158097033,0,0,0,0,0,0
1916,2026-04-02T19:28:17Z,1775158096627,0,0,0,0,0,0,1775158097036,0,0,0,0,0,0
1917,2026-04-02T19:28:17Z,1775158096627,0,0,0,0,0,0,1775158097036,0,0,0,0,0,0
1918,2026-04-02T19:28:17Z,1775158096630,0,0,0,0,0,0,1775158097039,0,0,0,0,0,0
1919,2026-04-02T19:28:17Z,1775158096633,0,0,0,0,0,0,1775158097042,0,0,0,0,0,0
1920,2026-04-02T19:28:17Z,1775158096633,0,0,0,0,0,0,1775158097042,0,0,0,0,0,0
1921,2026-04-02T19:28:17Z,1775158096636,0,0,0,0,0,0,1775158097045,0,0,0,0,0,0
1922,2026-04-02T19:28:17Z,1775158096639,0,0,0,0,0,0,1775158097048,0,0,0,0,0,0
1923,2026-04-02T19:28:17Z,1775158096639,0,0,0,0,0,0,1775158097048,0,0,0,0,0,0
1924,2026-04-02T19:28:17Z,1775158096642,0,0,0,0,0,0,1775158097051,0,0,0,0,0,0
1925,2026-04-02T19:28:17Z,1775158096642,0,0,0,0,0,0,1775158097051,0,0,0,0,0,0
1926,2026-04-02T19:28:17Z,1775158096642,0,0,0,0,0,0,1775158097051,0,0,0,0,0,0
1927,2026-04-02T19:28:17Z,1775158096648,0,0,0,0,0,0,1775158097057,0,0,0,0,0,0
1928,2026-04-02T19:28:17Z,1775158096651,0,0,0,0,0,0,1775158097060,0,0,0,0,0,0
1929,2026-04-02T19:28:17Z,1775158096651,0,0,0,0,0,0,1775158097060,0,0,0,0,0,0
1930,2026-04-02T19:28:17Z,1775158096654,0,0,0,0,0,0,1775158097064,0,0,0,0,0,0
1931,2026-04-02T19:28:17Z,1775158096657,0,0,0,0,0,0,1775158097066,0,0,0,0,0,0
1932,2026-04-02T19:28:17Z,1775158096657,0,0,0,0,0,0,1775158097066,0,0,0,0,0,0
1933,2026-04-02T19:28:17Z,1775158096660,0,0,0,0,0,0,1775158097069,0,0,0,0,0,0
1934,2026-04-02T19:28:17Z,1775158096663,0,0,0,0,0,0,1775158097072,0,0,0,0,0,0
1935,2026-04-02T19:28:17Z,1775158096666,0,0,0,0,0,0,1775158097075,0,0,0,0,0,0
1936,2026-04-02T19:28:17Z,1775158096666,0,0,0,0,0,0,1775158097075,0,0,0,0,0,0
1937,2026-04-02T19:28:17Z,1775158096669,0,0,0,0,0,0,1775158097078,0,0,0,0,0,0
1938,2026-04-02T19:28:17Z,1775158096672,0,0,0,0,0,0,1775158097081,0,0,0,0,0,0
1939,2026-04-02T19:28:17Z,1775158096672,0,0,0,0,0,0,1775158097081,0,0,0,0,0,0
1940,2026-04-02T19:28:17Z,1775158096675,0,0,0,0,0,0,1775158097084,0,0,0,0,0,0
1941,2026-04-02T19:28:17Z,1775158096678,0,0,0,0,0,0,1775158097087,0,0,0,0,0,0
1942,2026-04-02T19:28:17Z,1775158096678,0,0,0,0,0,0,1775158097087,0,0,0,0,0,0
1943,2026-04-02T19:28:17Z,1775158096681,0,0,0,0,0,0,1775158097087,0,0,0,0,0,0
1944,2026-04-02T19:28:17Z,1775158096681,0,0,0,0,0,0,1775158097087,0,0,0,0,0,0
1945,2026-04-02T19:28:17Z,1775158096681,0,0,0,0,0,0,1775158097093,0,0,0,0,0,0
1946,2026-04-02T19:28:17Z,1775158096687,0,0,0,0,0,0,1775158097096,0,0,0,0,0,0
1947,2026-04-02T19:28:17Z,1775158096690,0,0,0,0,0,0,1775158097096,0,0,0,0,0,0
1948,2026-04-02T19:28:17Z,1775158096690,0,0,0,0,0,0,1775158097099,0,0,0,0,0,0
1949,2026-04-02T19:28:17Z,1775158096693,0,0,0,0,0,0,1775158097102,0,0,0,0,0,0
1950,2026-04-02T19:28:17Z,1775158096696,0,0,0,0,0,0,1775158097105,0,0,0,0,0,0
1951,2026-04-02T19:28:17Z,1775158096696,0,0,0,0,0,0,1775158097105,0,0,0,0,0,0
1952,2026-04-02T19:28:17Z,1775158096699,0,0,0,0,0,0,1775158097108,0,0,0,0,0,0
1953,2026-04-02T19:28:17Z,1775158096702,0,0,0,0,0,0,1775158097111,0,0,0,0,0,0
1954,2026-04-02T19:28:17Z,1775158096702,0,0,0,0,0,0,1775158097111,0,0,0,0,0,0
1955,2026-04-02T19:28:17Z,1775158096705,0,0,0,0,0,0,1775158097114,0,0,0,0,0,0
1956,2026-04-02T19:28:17Z,1775158096708,0,0,0,0,0,0,1775158097117,0,0,0,0,0,0
1957,2026-04-02T19:28:17Z,1775158096711,0,0,0,0,0,0,1775158097117,0,0,0,0,0,0
1958,2026-04-02T19:28:17Z,1775158096711,0,0,0,0,0,0,1775158097117,0,0,0,0,0,0
1959,2026-04-02T19:28:17Z,1775158096714,0,0,0,0,0,0,1775158097123,0,0,0,0,0,0
1960,2026-04-02T19:28:17Z,1775158096714,0,0,0,0,0,0,1775158097123,0,0,0,0,0,0
1961,2026-04-02T19:28:17Z,1775158096717,0,0,0,0,0,0,1775158097126,0,0,0,0,0,0
1962,2026-04-02T19:28:17Z,1775158096720,0,0,0,0,0,0,1775158097129,0,0,0,0,0,0
1963,2026-04-02T19:28:17Z,1775158096720,0,0,0,0,0,0,1775158097129,0,0,0,0,0,0
1964,2026-04-02T19:28:17Z,1775158096723,0,0,0,0,0,0,1775158097132,0,0,0,0,0,0
1965,2026-04-02T19:28:17Z,1775158096726,0,0,0,0,0,0,1775158097135,0,0,0,0,0,0
1966,2026-04-02T19:28:17Z,1775158096726,0,0,0,0,0,0,1775158097135,0,0,0,0,0,0
1967,2026-04-02T19:28:17Z,1775158096729,0,0,0,0,0,0,1775158097138,0,0,0,0,0,0
1968,2026-04-02T19:28:17Z,1775158096731,0,0,0,0,0,0,1775158097141,0,0,0,0,0,0
1969,2026-04-02T19:28:17Z,1775158096731,0,0,0,0,0,0,1775158097141,0,0,0,0,0,0
1970,2026-04-02T19:28:17Z,1775158096731,0,0,0,0,0,0,1775158097141,0,0,0,0,0,0
1971,2026-04-02T19:28:17Z,1775158096737,0,0,0,0,0,0,1775158097144,0,0,0,0,0,0
1972,2026-04-02T19:28:17Z,1775158096740,0,0,0,0,0,0,1775158097148,0,0,0,0,0,0
1973,2026-04-02T19:28:17Z,1775158096740,0,0,0,0,0,0,1775158097148,0,0,0,0,0,0
1974,2026-04-02T19:28:17Z,1775158096743,0,0,0,0,0,0,1775158097151,0,0,0,0,0,0
1975,2026-04-02T19:28:17Z,1775158096743,0,0,0,0,0,0,1775158097154,0,0,0,0,0,0
1976,2026-04-02T19:28:17Z,1775158096743,0,0,0,0,0,0,1775158097154,0,0,0,0,0,0
1977,2026-04-02T19:28:17Z,1775158096746,0,0,0,0,0,0,1775158097154,0,0,0,0,0,0
1978,2026-04-02T19:28:17Z,1775158096753,0,0,0,0,0,0,1775158097159,0,0,0,0,0,0
1979,2026-04-02T19:28:17Z,1775158096753,0,0,0,0,0,0,1775158097162,0,0,0,0,0,0
1980,2026-04-02T19:28:17Z,1775158096756,0,0,0,0,0,0,1775158097165,0,0,0,0,0,0
1981,2026-04-02T19:28:17Z,1775158096756,0,0,0,0,0,0,1775158097165,0,0,0,0,0,0
1982,2026-04-02T19:28:17Z,1775158096759,0,0,0,0,0,0,1775158097168,0,0,0,0,0,0
1983,2026-04-02T19:28:17Z,1775158096762,0,0,211,68,0,0,1775158097168,0,0,0,0,0,0
1984,2026-04-02T19:28:17Z,1775158096765,0,367,187,147,150,0,1775158097171,0,0,126,141,0,0
1985,2026-04-02T19:28:17Z,1775158096765,0,367,187,147,150,0,1775158097174,0,441,231,213,269,0
1986,2026-04-02T19:28:17Z,1775158096768,74,260,247,160,345,0,1775158097174,0,441,231,213,269,0
1987,2026-04-02T19:28:17Z,1775158096768,74,260,247,160,345,0,1775158097177,0,432,271,231,413,0
1988,2026-04-02T19:28:17Z,1775158096771,189,283,277,210,331,0,1775158097180,0,365,284,267,371,0
1989,2026-04-02T19:28:17Z,1775158096774,0,157,192,137,155,0,1775158097183,0,175,170,167,155,0
1990,2026-04-02T19:28:17Z,1775158096777,0,53,88,56,4,0,1775158097183,0,175,170,167,155,0
1991,2026-04-02T19:28:17Z,1775158096777,0,53,88,56,4,0,1775158097186,0,20,51,45,0,0
1992,2026-04-02T19:28:17Z,1775158096780,0,0,59,0,0,0,1775158097189,0,0,0,0,0,0
1993,2026-04-02T19:28:17Z,1775158096780,0,0,59,0,0,0,1775158097192,0,0,0,0,0,0
1994,2026-04-02T19:28:17Z,1775158096783,0,0,19,0,0,0,1775158097192,0,0,0,0,0,0
1995,2026-04-02T19:28:17Z,1775158096786,0,0,0,0,0,0,1775158097192,0,0,0,0,0,0
1996,2026-04-02T19:28:17Z,1775158096786,0,0,0,0,0,0,1775158097195,0,0,0,0,0,0
1997,2026-04-02T19:28:17Z,1775158096786,0,0,0,0,0,0,1775158097195,0,0,0,0,0,0
1998,2026-04-02T19:28:17Z,1775158096786,0,0,0,0,0,0,1775158097195,0,0,0,0,0,0
1999,2026-04-02T19:28:17Z,1775158096789,0,0,0,0,0,0,1775158097198,0,0,0,0,0,0
2000,2026-04-02T19:28:17Z,1775158096789,0,0,0,0,0,0,1775158097204,0,0,0,0,0,0
2001,2026-04-02T19:28:17Z,1775158096798,0,0,0,0,0,0,1775158097204,0,0,0,0,0,0
2002,2026-04-02T19:28:17Z,1775158096798,0,0,0,0,0,0,1775158097207,0,0,0,0,0,0
2003,2026-04-02T19:28:17Z,1775158096801,0,0,0,0,0,0,1775158097210,0,0,0,0,0,0
2004,2026-04-02T19:28:17Z,1775158096804,0,0,0,0,0,0,1775158097213,0,0,0,0,0,0
2005,2026-04-02T19:28:17Z,1775158096807,0,0,0,0,0,0,1775158097216,0,0,0,0,0,0
2006,2026-04-02T19:28:17Z,1775158096807,0,0,0,0,0,0,1775158097216,0,0,0,0,0,0
2007,2026-04-02T19:28:17Z,1775158096810,0,0,0,0,0,0,1775158097219,0,0,0,0,0,0
2008,2026-04-02T19:28:17Z,1775158096810,0,0,0,0,0,0,1775158097219,0,0,0,0,0,0
2009,2026-04-02T19:28:17Z,1775158096813,0,0,0,0,0,0,1775158097222,0,0,0,0,0,0
2010,2026-04-02T19:28:17Z,1775158096816,0,0,0,0,0,0,1775158097225,0,0,0,0,0,0
